Geneid,targetID,
miRN55-Novel-3p-mature,MsG0180003209.01.T01,cds
miRN55-Novel-3p-mature,MsG0180003671.01.T01,cds
miRN55-Novel-3p-mature,MsG0180003688.01.T01,cds
miRN55-Novel-3p-mature,MsG0180003711.01.T01,cds
miRN55-Novel-3p-mature,MsG0180004157.01.T01,cds
miRN55-Novel-3p-mature,MsG0180004469.01.T01,cds
miRN55-Novel-3p-mature,MsG0280007047.01.T01,cds
miRN55-Novel-3p-mature,MsG0280009879.01.T01,cds
miRN55-Novel-3p-mature,MsG0280011341.01.T01,cds
miRN55-Novel-3p-mature,MsG0280011383.01.T01,cds
miRN55-Novel-3p-mature,MsG0480018259.01.T01,cds
miRN55-Novel-3p-mature,MsG0480020472.01.T01,cds
miRN55-Novel-3p-mature,MsG0480021521.01.T01,cds
miRN55-Novel-3p-mature,MsG0480023325.01.T01,cds
miRN55-Novel-3p-mature,MsG0480023325.01.T02,cds
miRN55-Novel-3p-mature,MsG0480023489.01.T01,cds
miRN55-Novel-3p-mature,MsG0580026749.01.T01,cds
miRN55-Novel-3p-mature,MsG0580027130.01.T01,cds
miRN55-Novel-3p-mature,MsG0580027769.01.T01,cds
miRN55-Novel-3p-mature,MsG0580029966.01.T01,cds
miRN55-Novel-3p-mature,MsG0680031203.01.T01,cds
miRN55-Novel-3p-mature,MsG0680031203.01.T02,cds
miRN55-Novel-3p-mature,MsG0680031444.01.T01,cds
miRN55-Novel-3p-mature,MsG0680033646.01.T01,cds
miRN55-Novel-3p-mature,MsG0780036354.01.T01,cds
miRN55-Novel-3p-mature,MsG0780036404.01.T01,cds
miRN55-Novel-3p-mature,MsG0780038963.01.T01,cds
miRN55-Novel-3p-mature,MsG0880042130.01.T01,cds
miRN55-Novel-3p-mature,MsG0880042139.01.T01,cds
miRN55-Novel-3p-mature,MsG0880042142.01.T01,cds
miRN55-Novel-3p-mature,MsG0880044341.01.T01,cds
miRN55-Novel-3p-mature,MsG0880045628.01.T01,cds
miRN55-Novel-5p-star,MsG0180005777.01.T01,cds
miRN55-Novel-5p-star,MsG0280006375.01.T01,cds
miRN55-Novel-5p-star,MsG0580027161.01.T01,cds
miRN56-Novel-3p-mature,MsG0080047905.01.T01,cds
miRN56-Novel-3p-mature,MsG0080049008.01.T01,cds
miRN56-Novel-3p-mature,MsG0180001069.01.T01,cds
miRN56-Novel-3p-mature,MsG0180003159.01.T01,cds
miRN56-Novel-3p-mature,MsG0280006942.01.T01,cds
miRN56-Novel-3p-mature,MsG0280007601.01.T01,cds
miRN56-Novel-3p-mature,MsG0280007765.01.T01,cds
miRN56-Novel-3p-mature,MsG0280007769.01.T01,cds
miRN56-Novel-3p-mature,MsG0280007975.01.T01,cds
miRN56-Novel-3p-mature,MsG0280008390.01.T01,cds
miRN56-Novel-3p-mature,MsG0280008391.01.T01,cds
miRN56-Novel-3p-mature,MsG0280008392.01.T01,cds
miRN56-Novel-3p-mature,MsG0280008395.01.T01,cds
miRN56-Novel-3p-mature,MsG0280008396.01.T01,cds
miRN56-Novel-3p-mature,MsG0280008396.01.T02,cds
miRN56-Novel-3p-mature,MsG0280008396.01.T03,cds
miRN56-Novel-3p-mature,MsG0280008396.01.T04,cds
miRN56-Novel-3p-mature,MsG0280008396.01.T05,cds
miRN56-Novel-3p-mature,MsG0280008396.01.T06,cds
miRN56-Novel-3p-mature,MsG0280008397.01.T01,cds
miRN56-Novel-3p-mature,MsG0380013138.01.T01,cds
miRN56-Novel-3p-mature,MsG0380013467.01.T03,cds
miRN56-Novel-3p-mature,MsG0380013467.01.T04,cds
miRN56-Novel-3p-mature,MsG0380014357.01.T01,cds
miRN56-Novel-3p-mature,MsG0380014907.01.T01,cds
miRN56-Novel-3p-mature,MsG0380015255.01.T01,cds
miRN56-Novel-3p-mature,MsG0380017051.01.T01,cds
miRN56-Novel-3p-mature,MsG0380017453.01.T01,cds
miRN56-Novel-3p-mature,MsG0480018262.01.T01,cds
miRN56-Novel-3p-mature,MsG0480018765.01.T01,cds
miRN56-Novel-3p-mature,MsG0480019188.01.T01,cds
miRN56-Novel-3p-mature,MsG0480022311.01.T01,cds
miRN56-Novel-3p-mature,MsG0480023505.01.T01,cds
miRN56-Novel-3p-mature,MsG0480023757.01.T01,cds
miRN56-Novel-3p-mature,MsG0580024656.01.T01,cds
miRN56-Novel-3p-mature,MsG0580025292.01.T01,cds
miRN56-Novel-3p-mature,MsG0580025583.01.T01,cds
miRN56-Novel-3p-mature,MsG0580025583.01.T02,cds
miRN56-Novel-3p-mature,MsG0580025583.01.T03,cds
miRN56-Novel-3p-mature,MsG0580025583.01.T04,cds
miRN56-Novel-3p-mature,MsG0580025583.01.T07,cds
miRN56-Novel-3p-mature,MsG0580025583.01.T08,cds
miRN56-Novel-3p-mature,MsG0580025583.01.T09,cds
miRN56-Novel-3p-mature,MsG0580025583.01.T10,cds
miRN56-Novel-3p-mature,MsG0580027440.01.T01,cds
miRN56-Novel-3p-mature,MsG0580029809.01.T01,cds
miRN56-Novel-3p-mature,MsG0580029978.01.T01,cds
miRN56-Novel-3p-mature,MsG0580030150.01.T01,cds
miRN56-Novel-3p-mature,MsG0680030407.01.T01,cds
miRN56-Novel-3p-mature,MsG0680030407.01.T02,cds
miRN56-Novel-3p-mature,MsG0680030407.01.T04,cds
miRN56-Novel-3p-mature,MsG0680030609.01.T01,cds
miRN56-Novel-3p-mature,MsG0680030755.01.T01,cds
miRN56-Novel-3p-mature,MsG0680030973.01.T01,cds
miRN56-Novel-3p-mature,MsG0680031004.01.T01,cds
miRN56-Novel-3p-mature,MsG0680032186.01.T01,cds
miRN56-Novel-3p-mature,MsG0680035108.01.T01,cds
miRN56-Novel-3p-mature,MsG0680035820.01.T01,cds
miRN56-Novel-3p-mature,MsG0680035820.01.T02,cds
miRN56-Novel-3p-mature,MsG0680035820.01.T03,cds
miRN56-Novel-3p-mature,MsG0680035820.01.T04,cds
miRN56-Novel-3p-mature,MsG0680035820.01.T05,cds
miRN56-Novel-3p-mature,MsG0680035820.01.T06,cds
miRN56-Novel-3p-mature,MsG0780036908.01.T01,cds
miRN56-Novel-3p-mature,MsG0780038208.01.T01,cds
miRN56-Novel-3p-mature,MsG0780038804.01.T01,cds
miRN56-Novel-3p-mature,MsG0780040137.01.T01,cds
miRN56-Novel-3p-mature,MsG0780040508.01.T01,cds
miRN56-Novel-3p-mature,MsG0880042590.01.T01,cds
miRN56-Novel-3p-mature,MsG0880043050.01.T01,cds
miRN56-Novel-3p-mature,MsG0880043531.01.T01,cds
miRN56-Novel-3p-mature,MsG0880043964.01.T01,cds
miRN56-Novel-3p-mature,MsG0880043988.01.T01,cds
miRN56-Novel-3p-mature,MsG0880046384.01.T01,cds
miRN56-Novel-3p-mature,MsG0880046562.01.T01,cds
miRN56-Novel-5p-star,MsG0080047965.01.T01,cds
miRN56-Novel-5p-star,MsG0180000155.01.T01,cds
miRN56-Novel-5p-star,MsG0180000172.01.T01,cds
miRN56-Novel-5p-star,MsG0180000886.01.T01,cds
miRN56-Novel-5p-star,MsG0180000895.01.T01,cds
miRN56-Novel-5p-star,MsG0180000895.01.T02,cds
miRN56-Novel-5p-star,MsG0180000895.01.T03,cds
miRN56-Novel-5p-star,MsG0180000895.01.T04,cds
miRN56-Novel-5p-star,MsG0180000895.01.T05,cds
miRN56-Novel-5p-star,MsG0180000895.01.T06,cds
miRN56-Novel-5p-star,MsG0180000895.01.T07,cds
miRN56-Novel-5p-star,MsG0180000895.01.T08,cds
miRN56-Novel-5p-star,MsG0180000895.01.T09,cds
miRN56-Novel-5p-star,MsG0180000895.01.T10,cds
miRN56-Novel-5p-star,MsG0180000895.01.T11,cds
miRN56-Novel-5p-star,MsG0180000895.01.T12,cds
miRN56-Novel-5p-star,MsG0180000895.01.T13,cds
miRN56-Novel-5p-star,MsG0180000895.01.T14,cds
miRN56-Novel-5p-star,MsG0180000905.01.T01,cds
miRN56-Novel-5p-star,MsG0180000905.01.T02,cds
miRN56-Novel-5p-star,MsG0180000905.01.T03,cds
miRN56-Novel-5p-star,MsG0180000905.01.T04,cds
miRN56-Novel-5p-star,MsG0180000905.01.T05,cds
miRN56-Novel-5p-star,MsG0180000905.01.T06,cds
miRN56-Novel-5p-star,MsG0180000905.01.T07,cds
miRN56-Novel-5p-star,MsG0180000905.01.T08,cds
miRN56-Novel-5p-star,MsG0180000907.01.T01,cds
miRN56-Novel-5p-star,MsG0180000907.01.T02,cds
miRN56-Novel-5p-star,MsG0180000907.01.T03,cds
miRN56-Novel-5p-star,MsG0180000907.01.T04,cds
miRN56-Novel-5p-star,MsG0180000907.01.T05,cds
miRN56-Novel-5p-star,MsG0180000907.01.T06,cds
miRN56-Novel-5p-star,MsG0180000907.01.T07,cds
miRN56-Novel-5p-star,MsG0180000907.01.T08,cds
miRN56-Novel-5p-star,MsG0180000907.01.T09,cds
miRN56-Novel-5p-star,MsG0180000907.01.T10,cds
miRN56-Novel-5p-star,MsG0180000907.01.T11,cds
miRN56-Novel-5p-star,MsG0180000907.01.T12,cds
miRN56-Novel-5p-star,MsG0180000907.01.T13,cds
miRN56-Novel-5p-star,MsG0180000908.01.T01,cds
miRN56-Novel-5p-star,MsG0180000915.01.T01,cds
miRN56-Novel-5p-star,MsG0180000915.01.T02,cds
miRN56-Novel-5p-star,MsG0180000915.01.T03,cds
miRN56-Novel-5p-star,MsG0180000915.01.T04,cds
miRN56-Novel-5p-star,MsG0180000915.01.T05,cds
miRN56-Novel-5p-star,MsG0180000915.01.T06,cds
miRN56-Novel-5p-star,MsG0180000915.01.T07,cds
miRN56-Novel-5p-star,MsG0180000915.01.T08,cds
miRN56-Novel-5p-star,MsG0180000915.01.T09,cds
miRN56-Novel-5p-star,MsG0180000915.01.T10,cds
miRN56-Novel-5p-star,MsG0180000915.01.T11,cds
miRN56-Novel-5p-star,MsG0180001172.01.T01,cds
miRN56-Novel-5p-star,MsG0180001499.01.T01,cds
miRN56-Novel-5p-star,MsG0180002490.01.T01,cds
miRN56-Novel-5p-star,MsG0180002640.01.T01,cds
miRN56-Novel-5p-star,MsG0180003427.01.T01,cds
miRN56-Novel-5p-star,MsG0280011335.01.T01,cds
miRN56-Novel-5p-star,MsG0280011422.01.T01,cds
miRN56-Novel-5p-star,MsG0280011422.01.T02,cds
miRN56-Novel-5p-star,MsG0380012498.01.T01,cds
miRN56-Novel-5p-star,MsG0380012900.01.T01,cds
miRN56-Novel-5p-star,MsG0380013638.01.T01,cds
miRN56-Novel-5p-star,MsG0380014668.01.T01,cds
miRN56-Novel-5p-star,MsG0380016329.01.T01,cds
miRN56-Novel-5p-star,MsG0380016331.01.T01,cds
miRN56-Novel-5p-star,MsG0380016835.01.T01,cds
miRN56-Novel-5p-star,MsG0480019881.01.T01,cds
miRN56-Novel-5p-star,MsG0480020606.01.T01,cds
miRN56-Novel-5p-star,MsG0480020956.01.T01,cds
miRN56-Novel-5p-star,MsG0580025628.01.T01,cds
miRN56-Novel-5p-star,MsG0580026985.01.T01,cds
miRN56-Novel-5p-star,MsG0580028975.01.T01,cds
miRN56-Novel-5p-star,MsG0580030191.01.T02,cds
miRN56-Novel-5p-star,MsG0780036854.01.T01,cds
miRN56-Novel-5p-star,MsG0780040275.01.T01,cds
miRN56-Novel-5p-star,MsG0780040454.01.T01,cds
miRN56-Novel-5p-star,MsG0780041332.01.T01,cds
miRN56-Novel-5p-star,MsG0780041403.01.T01,cds
miRN56-Novel-5p-star,MsG0780041403.01.T02,cds
miRN56-Novel-5p-star,MsG0880046781.01.T01,cds
miRN57-Novel-3p-mature,MsG0180002593.01.T01,cds
miRN57-Novel-3p-mature,MsG0380015066.01.T01,cds
miRN57-Novel-3p-mature,MsG0380015066.01.T02,cds
miRN57-Novel-3p-mature,MsG0380015093.01.T01,cds
miRN57-Novel-3p-mature,MsG0680034150.01.T01,cds
miRN57-Novel-3p-mature,MsG0780038177.01.T01,cds
miRN57-Novel-3p-mature,MsG0880044461.01.T01,cds
miRN57-Novel-3p-mature,MsG0880046417.01.T01,cds
miRN57-Novel-5p-star,MsG0080048958.01.T01,cds
miRN57-Novel-5p-star,MsG0180004852.01.T01,cds
miRN57-Novel-5p-star,MsG0180005032.01.T01,cds
miRN57-Novel-5p-star,MsG0280009305.01.T01,cds
miRN57-Novel-5p-star,MsG0380011990.01.T01,cds
miRN57-Novel-5p-star,MsG0580024286.01.T01,cds
miRN57-Novel-5p-star,MsG0780037926.01.T01,cds
miRN57-Novel-5p-star,MsG0780037931.01.T01,cds
miRN57-Novel-5p-star,MsG0780041180.01.T01,cds
miRN57-Novel-5p-star,MsG0880045907.01.T01,cds
miRN58-Novel-3p-mature,MsG0180000593.01.T01,cds
miRN58-Novel-3p-mature,MsG0180001226.01.T01,cds
miRN58-Novel-3p-mature,MsG0180001477.01.T01,cds
miRN58-Novel-3p-mature,MsG0180002177.01.T01,cds
miRN58-Novel-3p-mature,MsG0180002412.01.T01,cds
miRN58-Novel-3p-mature,MsG0180006011.01.T01,cds
miRN58-Novel-3p-mature,MsG0280006470.01.T01,cds
miRN58-Novel-3p-mature,MsG0280007956.01.T01,cds
miRN58-Novel-3p-mature,MsG0280009003.01.T01,cds
miRN58-Novel-3p-mature,MsG0380012301.01.T01,cds
miRN58-Novel-3p-mature,MsG0380012979.01.T01,cds
miRN58-Novel-3p-mature,MsG0380013321.01.T01,cds
miRN58-Novel-3p-mature,MsG0380013422.01.T01,cds
miRN58-Novel-3p-mature,MsG0380014962.01.T01,cds
miRN58-Novel-3p-mature,MsG0480020066.01.T01,cds
miRN58-Novel-3p-mature,MsG0480020515.01.T01,cds
miRN58-Novel-3p-mature,MsG0480022323.01.T01,cds
miRN58-Novel-3p-mature,MsG0480022402.01.T01,cds
miRN58-Novel-3p-mature,MsG0580024298.01.T01,cds
miRN58-Novel-3p-mature,MsG0580024299.01.T01,cds
miRN58-Novel-3p-mature,MsG0580024774.01.T01,cds
miRN58-Novel-3p-mature,MsG0580024861.01.T01,cds
miRN58-Novel-3p-mature,MsG0580029020.01.T01,cds
miRN58-Novel-3p-mature,MsG0680031947.01.T01,cds
miRN58-Novel-3p-mature,MsG0680032438.01.T02,cds
miRN58-Novel-3p-mature,MsG0680033060.01.T01,cds
miRN58-Novel-3p-mature,MsG0680033312.01.T01,cds
miRN58-Novel-3p-mature,MsG0680033361.01.T01,cds
miRN58-Novel-3p-mature,MsG0680034228.01.T01,cds
miRN58-Novel-3p-mature,MsG0780037680.01.T01,cds
miRN58-Novel-3p-mature,MsG0780038204.01.T01,cds
miRN58-Novel-3p-mature,MsG0780038347.01.T01,cds
miRN58-Novel-3p-mature,MsG0780038412.01.T01,cds
miRN58-Novel-3p-mature,MsG0780040913.01.T01,cds
miRN58-Novel-3p-mature,MsG0880042573.01.T01,cds
miRN58-Novel-3p-mature,MsG0880045012.01.T01,cds
miRN58-Novel-3p-mature,MsG0880045921.01.T01,cds
miRN58-Novel-3p-mature,MsG0880046278.01.T01,cds
miRN58-Novel-5p-star,MsG0080048009.01.T01,cds
miRN58-Novel-5p-star,MsG0180000895.01.T01,cds
miRN58-Novel-5p-star,MsG0180000895.01.T02,cds
miRN58-Novel-5p-star,MsG0180000895.01.T03,cds
miRN58-Novel-5p-star,MsG0180000895.01.T05,cds
miRN58-Novel-5p-star,MsG0180000895.01.T06,cds
miRN58-Novel-5p-star,MsG0180000907.01.T01,cds
miRN58-Novel-5p-star,MsG0180000907.01.T02,cds
miRN58-Novel-5p-star,MsG0180000907.01.T03,cds
miRN58-Novel-5p-star,MsG0180000907.01.T05,cds
miRN58-Novel-5p-star,MsG0180000907.01.T06,cds
miRN58-Novel-5p-star,MsG0180000908.01.T01,cds
miRN58-Novel-5p-star,MsG0280007802.01.T01,cds
miRN58-Novel-5p-star,MsG0280010407.01.T01,cds
miRN58-Novel-5p-star,MsG0280010520.01.T01,cds
miRN58-Novel-5p-star,MsG0480021099.01.T01,cds
miRN58-Novel-5p-star,MsG0480021815.01.T01,cds
miRN58-Novel-5p-star,MsG0580026009.01.T01,cds
miRN58-Novel-5p-star,MsG0580027732.01.T01,cds
miRN58-Novel-5p-star,MsG0680030545.01.T01,cds
miRN58-Novel-5p-star,MsG0680030549.01.T01,cds
miRN58-Novel-5p-star,MsG0680030961.01.T01,cds
miRN58-Novel-5p-star,MsG0680030964.01.T01,cds
miRN58-Novel-5p-star,MsG0680031495.01.T01,cds
miRN58-Novel-5p-star,MsG0680032126.01.T01,cds
miRN58-Novel-5p-star,MsG0780036244.01.T01,cds
miRN58-Novel-5p-star,MsG0780038980.01.T01,cds
miRN58-Novel-5p-star,MsG0780039746.01.T01,cds
miRN58-Novel-5p-star,MsG0780040703.01.T01,cds
miRN59-Novel-3p-mature,MsG0080048893.01.T01,cds
miRN59-Novel-3p-mature,MsG0280009434.01.T01,cds
miRN59-Novel-3p-mature,MsG0580024932.01.T01,cds
miRN59-Novel-5p-star,MsG0580028567.01.T01,cds
miRN59-Novel-5p-star,MsG0780036792.01.T01,cds
miRN59-Novel-5p-star,MsG0780041215.01.T01,cds
miRN59-Novel-5p-star,MsG0780041345.01.T01,cds
miRN59-Novel-5p-star,MsG0880043144.01.T01,cds
miRN59-Novel-5p-star,MsG0880045128.01.T01,cds
miRN59-Novel-5p-star,MsG0880045128.01.T02,cds
miRN59-Novel-5p-star,MsG0880045128.01.T03,cds
miRN59-Novel-5p-star,MsG0880045128.01.T04,cds
miRN59-Novel-5p-star,MsG0880045128.01.T05,cds
miRN59-Novel-5p-star,MsG0880045131.01.T01,cds
miRN5-Novel-3p-mature,MsG0180001499.01.T01,cds
miRN5-Novel-3p-mature,MsG0180004530.01.T01,cds
miRN5-Novel-3p-mature,MsG0180005068.01.T01,cds
miRN5-Novel-3p-mature,MsG0280010901.01.T01,cds
miRN5-Novel-3p-mature,MsG0380013837.01.T01,cds
miRN5-Novel-3p-mature,MsG0480023545.01.T01,cds
miRN5-Novel-3p-mature,MsG0580025962.01.T01,cds
miRN5-Novel-3p-mature,MsG0780038486.01.T01,cds
miRN5-Novel-3p-mature,MsG0780038725.01.T01,cds
miRN5-Novel-3p-mature,MsG0780041649.01.T01,cds
miRN5-Novel-3p-mature,MsG0880043407.01.T01,cds
miRN5-Novel-5p-star,MsG0080048424.01.T01,cds
miRN5-Novel-5p-star,MsG0180000579.01.T01,cds
miRN5-Novel-5p-star,MsG0180005836.01.T01,cds
miRN5-Novel-5p-star,MsG0280006779.01.T01,cds
miRN5-Novel-5p-star,MsG0280007016.01.T01,cds
miRN5-Novel-5p-star,MsG0280007223.01.T01,cds
miRN5-Novel-5p-star,MsG0280010609.01.T01,cds
miRN5-Novel-5p-star,MsG0280010940.01.T01,cds
miRN5-Novel-5p-star,MsG0380011938.01.T01,cds
miRN5-Novel-5p-star,MsG0380012520.01.T01,cds
miRN5-Novel-5p-star,MsG0380015707.01.T01,cds
miRN5-Novel-5p-star,MsG0380017885.01.T01,cds
miRN5-Novel-5p-star,MsG0480021599.01.T01,cds
miRN5-Novel-5p-star,MsG0580026710.01.T01,cds
miRN5-Novel-5p-star,MsG0580027304.01.T01,cds
miRN5-Novel-5p-star,MsG0780036982.01.T01,cds
miRN5-Novel-5p-star,MsG0780036983.01.T01,cds
miRN5-Novel-5p-star,MsG0780036984.01.T01,cds
miRN5-Novel-5p-star,MsG0780037199.01.T01,cds
miRN5-Novel-5p-star,MsG0780037244.01.T01,cds
miRN5-Novel-5p-star,MsG0780037563.01.T01,cds
miRN5-Novel-5p-star,MsG0780037886.01.T01,cds
miRN5-Novel-5p-star,MsG0780039195.01.T02,cds
miRN5-Novel-5p-star,MsG0780039195.01.T04,cds
miRN5-Novel-5p-star,MsG0780041163.01.T01,cds
miRN5-Novel-5p-star,MsG0780041163.01.T02,cds
miRN5-Novel-5p-star,MsG0780041163.01.T03,cds
miRN5-Novel-5p-star,MsG0780041163.01.T04,cds
miRN5-Novel-5p-star,MsG0780041163.01.T05,cds
miRN5-Novel-5p-star,MsG0780041163.01.T06,cds
miRN5-Novel-5p-star,MsG0780041430.01.T01,cds
miRN5-Novel-5p-star,MsG0880044029.01.T01,cds
miRN5-Novel-5p-star,MsG0880044029.01.T02,cds
miRN5-Novel-5p-star,MsG0880044440.01.T01,cds
miRN60-Novel-3p-star,MsG0180001176.01.T01,cds
miRN60-Novel-3p-star,MsG0180001176.01.T02,cds
miRN60-Novel-3p-star,MsG0180002191.01.T02,cds
miRN60-Novel-3p-star,MsG0280009563.01.T01,cds
miRN60-Novel-3p-star,MsG0380013414.01.T01,cds
miRN60-Novel-3p-star,MsG0480022175.01.T01,cds
miRN60-Novel-3p-star,MsG0580024924.01.T01,cds
miRN60-Novel-5p-mature,MsG0080048449.01.T01,cds
miRN60-Novel-5p-mature,MsG0180002698.01.T01,cds
miRN60-Novel-5p-mature,MsG0180002698.01.T02,cds
miRN60-Novel-5p-mature,MsG0280008399.01.T01,cds
miRN60-Novel-5p-mature,MsG0280008691.01.T01,cds
miRN60-Novel-5p-mature,MsG0280008691.01.T02,cds
miRN60-Novel-5p-mature,MsG0280008691.01.T03,cds
miRN60-Novel-5p-mature,MsG0280008706.01.T01,cds
miRN60-Novel-5p-mature,MsG0280008706.01.T02,cds
miRN60-Novel-5p-mature,MsG0280009128.01.T01,cds
miRN60-Novel-5p-mature,MsG0480022881.01.T01,cds
miRN60-Novel-5p-mature,MsG0880043954.01.T01,cds
miRN61-Novel-3p-star,MsG0080048171.01.T01,cds
miRN61-Novel-3p-star,MsG0080048439.01.T01,cds
miRN61-Novel-3p-star,MsG0180000929.01.T01,cds
miRN61-Novel-3p-star,MsG0180001621.01.T01,cds
miRN61-Novel-3p-star,MsG0180002424.01.T01,cds
miRN61-Novel-3p-star,MsG0180003130.01.T01,cds
miRN61-Novel-3p-star,MsG0180003853.01.T01,cds
miRN61-Novel-3p-star,MsG0180003853.01.T02,cds
miRN61-Novel-3p-star,MsG0180004252.01.T01,cds
miRN61-Novel-3p-star,MsG0180005739.01.T01,cds
miRN61-Novel-3p-star,MsG0180005799.01.T01,cds
miRN61-Novel-3p-star,MsG0280006828.01.T01,cds
miRN61-Novel-3p-star,MsG0280006876.01.T01,cds
miRN61-Novel-3p-star,MsG0280007235.01.T01,cds
miRN61-Novel-3p-star,MsG0280007240.01.T01,cds
miRN61-Novel-3p-star,MsG0280007551.01.T01,cds
miRN61-Novel-3p-star,MsG0280009462.01.T01,cds
miRN61-Novel-3p-star,MsG0280009996.01.T01,cds
miRN61-Novel-3p-star,MsG0280010397.01.T01,cds
miRN61-Novel-3p-star,MsG0380011493.01.T01,cds
miRN61-Novel-3p-star,MsG0380011499.01.T01,cds
miRN61-Novel-3p-star,MsG0380013761.01.T01,cds
miRN61-Novel-3p-star,MsG0380013761.01.T02,cds
miRN61-Novel-3p-star,MsG0380013761.01.T03,cds
miRN61-Novel-3p-star,MsG0380013761.01.T04,cds
miRN61-Novel-3p-star,MsG0380013761.01.T05,cds
miRN61-Novel-3p-star,MsG0380013761.01.T06,cds
miRN61-Novel-3p-star,MsG0380013761.01.T07,cds
miRN61-Novel-3p-star,MsG0380013761.01.T08,cds
miRN61-Novel-3p-star,MsG0380013761.01.T09,cds
miRN61-Novel-3p-star,MsG0380015445.01.T01,cds
miRN61-Novel-3p-star,MsG0380015870.01.T01,cds
miRN61-Novel-3p-star,MsG0380016256.01.T01,cds
miRN61-Novel-3p-star,MsG0380016385.01.T01,cds
miRN61-Novel-3p-star,MsG0380016506.01.T01,cds
miRN61-Novel-3p-star,MsG0380017307.01.T01,cds
miRN61-Novel-3p-star,MsG0380017835.01.T01,cds
miRN61-Novel-3p-star,MsG0480018283.01.T02,cds
miRN61-Novel-3p-star,MsG0480018347.01.T01,cds
miRN61-Novel-3p-star,MsG0480018349.01.T01,cds
miRN61-Novel-3p-star,MsG0480019282.01.T01,cds
miRN61-Novel-3p-star,MsG0480019508.01.T01,cds
miRN61-Novel-3p-star,MsG0480019525.01.T01,cds
miRN61-Novel-3p-star,MsG0480020465.01.T05,cds
miRN61-Novel-3p-star,MsG0480021065.01.T01,cds
miRN61-Novel-3p-star,MsG0480021294.01.T01,cds
miRN61-Novel-3p-star,MsG0480021506.01.T01,cds
miRN61-Novel-3p-star,MsG0480022174.01.T01,cds
miRN61-Novel-3p-star,MsG0480022848.01.T01,cds
miRN61-Novel-3p-star,MsG0480023944.01.T01,cds
miRN61-Novel-3p-star,MsG0480023985.01.T01,cds
miRN61-Novel-3p-star,MsG0580024400.01.T01,cds
miRN61-Novel-3p-star,MsG0580024806.01.T01,cds
miRN61-Novel-3p-star,MsG0580024820.01.T01,cds
miRN61-Novel-3p-star,MsG0580024826.01.T01,cds
miRN61-Novel-3p-star,MsG0580024995.01.T01,cds
miRN61-Novel-3p-star,MsG0580025375.01.T01,cds
miRN61-Novel-3p-star,MsG0580025377.01.T01,cds
miRN61-Novel-3p-star,MsG0580025431.01.T01,cds
miRN61-Novel-3p-star,MsG0580025495.01.T01,cds
miRN61-Novel-3p-star,MsG0580026161.01.T01,cds
miRN61-Novel-3p-star,MsG0580026486.01.T02,cds
miRN61-Novel-3p-star,MsG0580027093.01.T01,cds
miRN61-Novel-3p-star,MsG0580027248.01.T01,cds
miRN61-Novel-3p-star,MsG0580027331.01.T01,cds
miRN61-Novel-3p-star,MsG0580028255.01.T01,cds
miRN61-Novel-3p-star,MsG0580029000.01.T01,cds
miRN61-Novel-3p-star,MsG0580029001.01.T01,cds
miRN61-Novel-3p-star,MsG0580030036.01.T01,cds
miRN61-Novel-3p-star,MsG0580030098.01.T01,cds
miRN61-Novel-3p-star,MsG0680030398.01.T01,cds
miRN61-Novel-3p-star,MsG0680030774.01.T01,cds
miRN61-Novel-3p-star,MsG0680030785.01.T01,cds
miRN61-Novel-3p-star,MsG0680031277.01.T01,cds
miRN61-Novel-3p-star,MsG0680031477.01.T01,cds
miRN61-Novel-3p-star,MsG0680031639.01.T01,cds
miRN61-Novel-3p-star,MsG0680032901.01.T01,cds
miRN61-Novel-3p-star,MsG0680032979.01.T01,cds
miRN61-Novel-3p-star,MsG0680033859.01.T01,cds
miRN61-Novel-3p-star,MsG0680034760.01.T01,cds
miRN61-Novel-3p-star,MsG0780036117.01.T01,cds
miRN61-Novel-3p-star,MsG0780036128.01.T01,cds
miRN61-Novel-3p-star,MsG0780037179.01.T01,cds
miRN61-Novel-3p-star,MsG0780037227.01.T01,cds
miRN61-Novel-3p-star,MsG0780038317.01.T01,cds
miRN61-Novel-3p-star,MsG0780039833.01.T01,cds
miRN61-Novel-3p-star,MsG0780040704.01.T01,cds
miRN61-Novel-3p-star,MsG0780041236.01.T01,cds
miRN61-Novel-3p-star,MsG0780041303.01.T01,cds
miRN61-Novel-3p-star,MsG0780041328.01.T01,cds
miRN61-Novel-3p-star,MsG0780041761.01.T01,cds
miRN61-Novel-3p-star,MsG0880043723.01.T01,cds
miRN61-Novel-3p-star,MsG0880043799.01.T01,cds
miRN61-Novel-3p-star,MsG0880044412.01.T01,cds
miRN61-Novel-3p-star,MsG0880044486.01.T01,cds
miRN61-Novel-3p-star,MsG0880044553.01.T01,cds
miRN61-Novel-3p-star,MsG0880045394.01.T01,cds
miRN61-Novel-3p-star,MsG0880046412.01.T01,cds
miRN61-Novel-3p-star,MsG0880046920.01.T01,cds
miRN61-Novel-5p-mature,MsG0180001973.01.T01,cds
miRN61-Novel-5p-mature,MsG0180001977.01.T01,cds
miRN61-Novel-5p-mature,MsG0380015092.01.T01,cds
miRN61-Novel-5p-mature,MsG0380015120.01.T01,cds
miRN61-Novel-5p-mature,MsG0380017404.01.T01,cds
miRN61-Novel-5p-mature,MsG0480023397.01.T01,cds
miRN61-Novel-5p-mature,MsG0480024012.01.T01,cds
miRN61-Novel-5p-mature,MsG0580024224.01.T01,cds
